% MTEX ODF
% crystal symmetry: "m-3m"
% specimen symmetry: "1"
% phi1    Phi     phi2    value
253.63636 17.50000 136.36364 0.99839
253.63636 17.50000 141.36364 0.86872
253.63636 17.50000 146.36364 0.76947
270.00000 17.50000 45.00000 0.71635
270.00000 17.50000 50.00000 0.79560
270.00000 17.50000 55.00000 0.90496
270.00000 17.50000 60.00000 1.04585
270.00000 17.50000 65.00000 1.21917
270.00000 17.50000 70.00000 1.43746
270.00000 17.50000 75.00000 1.73442
270.00000 17.50000 80.00000 2.12584
270.00000 17.50000 85.00000 2.51285
270.00000 17.50000 90.00000 2.68214
270.00000 17.50000 95.00000 2.51285
270.00000 17.50000 100.00000 2.12584
270.00000 17.50000 105.00000 1.73442
270.00000 17.50000 110.00000 1.43746
270.00000 17.50000 115.00000 1.21917
270.00000 17.50000 120.00000 1.04585
270.00000 17.50000 125.00000 0.90496
270.00000 17.50000 130.00000 0.79560
286.36364 17.50000 28.63636 0.72577
286.36364 17.50000 33.63636 0.76947
286.36364 17.50000 38.63636 0.86872
286.36364 17.50000 43.63636 0.99839
286.36364 17.50000 48.63636 1.15963
286.36364 17.50000 53.63636 1.36172
286.36364 17.50000 58.63636 1.63180
286.36364 17.50000 63.63636 1.98661
286.36364 17.50000 68.63636 2.34984
286.36364 17.50000 73.63636 2.53653
286.36364 17.50000 78.63636 2.42089
286.36364 17.50000 83.63636 2.08852
286.36364 17.50000 88.63636 1.72938
286.36364 17.50000 93.63636 1.44593
286.36364 17.50000 98.63636 1.23276
286.36364 17.50000 103.63636 1.06125
286.36364 17.50000 108.63636 0.91976
286.36364 17.50000 113.63636 0.80804
302.72727 17.50000 12.27273 0.72437
302.72727 17.50000 17.27273 0.73683
302.72727 17.50000 22.27273 0.82082
302.72727 17.50000 27.27273 0.93265
302.72727 17.50000 32.27273 1.07410
302.72727 17.50000 37.27273 1.25255
302.72727 17.50000 42.27273 1.48718
302.72727 17.50000 47.27273 1.78630
302.72727 17.50000 52.27273 2.08651
302.72727 17.50000 57.27273 2.24458
302.72727 17.50000 62.27273 2.16395
302.72727 17.50000 67.27273 1.90778
302.72727 17.50000 72.27273 1.62027
302.72727 17.50000 77.27273 1.38284
302.72727 17.50000 82.27273 1.19576
302.72727 17.50000 87.27273 1.03987
302.72727 17.50000 92.27273 0.90849
302.72727 17.50000 97.27273 0.80314
319.09091 17.50000 355.90909 0.71276
319.09091 17.50000 0.90909 0.70425
319.09091 17.50000 5.90909 0.77186
319.09091 17.50000 10.90909 0.86399
319.09091 17.50000 15.90909 0.98465
319.09091 17.50000 20.90909 1.14465
319.09091 17.50000 25.90909 1.36446
319.09091 17.50000 30.90909 1.64614
319.09091 17.50000 35.90909 1.91744
319.09091 17.50000 40.90909 2.04314
319.09091 17.50000 45.90909 1.95252
319.09091 17.50000 50.90909 1.72071
319.09091 17.50000 55.90909 1.47552
319.09091 17.50000 60.90909 1.27772
319.09091 17.50000 65.90909 1.12103
319.09091 17.50000 70.90909 0.98826
319.09091 17.50000 75.90909 0.87472
319.09091 17.50000 80.90909 0.78237
335.45455 17.50000 339.54545 0.69402
335.45455 17.50000 344.54545 0.67625
335.45455 17.50000 349.54545 0.72882
335.45455 17.50000 354.54545 0.80254
335.45455 17.50000 359.54545 0.90439
335.45455 17.50000 4.54545 1.05274
335.45455 17.50000 9.54545 1.27973
335.45455 17.50000 14.54545 1.59118
335.45455 17.50000 19.54545 1.89369
335.45455 17.50000 24.54545 2.01820
335.45455 17.50000 29.54545 1.88995
335.45455 17.50000 34.54545 1.61721
335.45455 17.50000 39.54545 1.35617
335.45455 17.50000 44.54545 1.16734
335.45455 17.50000 49.54545 1.03124
335.45455 17.50000 54.54545 0.92104
335.45455 17.50000 59.54545 0.82775
335.45455 17.50000 64.54545 0.75173
351.81818 17.50000 328.18182 0.65442
351.81818 17.50000 333.18182 0.69432
351.81818 17.50000 338.18182 0.75157
351.81818 17.50000 343.18182 0.83469
351.81818 17.50000 348.18182 0.96754
351.81818 17.50000 353.18182 1.19462
351.81818 17.50000 358.18182 1.53552
351.81818 17.50000 3.18182 1.88927
351.81818 17.50000 8.18182 2.04702
351.81818 17.50000 13.18182 1.90103
351.81818 17.50000 18.18182 1.57668
351.81818 17.50000 23.18182 1.27342
351.81818 17.50000 28.18182 1.07201
351.81818 17.50000 33.18182 0.94531
351.81818 17.50000 38.18182 0.85308
351.81818 17.50000 43.18182 0.77841
351.81818 17.50000 48.18182 0.71835
8.18182 17.50000 306.81818 0.65311
8.18182 17.50000 311.81818 0.63866
8.18182 17.50000 316.81818 0.66859
8.18182 17.50000 321.81818 0.71167
8.18182 17.50000 326.81818 0.77528
8.18182 17.50000 331.81818 0.88147
8.18182 17.50000 336.81818 1.07511
8.18182 17.50000 341.81818 1.38611
8.18182 17.50000 346.81818 1.73371
8.18182 17.50000 351.81818 1.91536
8.18182 17.50000 356.81818 1.80022
8.18182 17.50000 1.81818 1.48947
8.18182 17.50000 6.81818 1.18598
8.18182 17.50000 11.81818 0.98663
8.18182 17.50000 16.81818 0.87029
8.18182 17.50000 21.81818 0.79329
8.18182 17.50000 26.81818 0.73431
8.18182 17.50000 31.81818 0.68797
24.54545 17.50000 290.45455 0.63710
24.54545 17.50000 295.45455 0.62815
24.54545 17.50000 300.45455 0.65099
24.54545 17.50000 305.45455 0.68340
24.54545 17.50000 310.45455 0.73065
24.54545 17.50000 315.45455 0.80940
24.54545 17.50000 320.45455 0.95483
24.54545 17.50000 325.45455 1.19354
24.54545 17.50000 330.45455 1.46913
24.54545 17.50000 335.45455 1.62534
24.54545 17.50000 340.45455 1.54959
24.54545 17.50000 345.45455 1.30915
24.54545 17.50000 350.45455 1.06425
24.54545 17.50000 355.45455 0.90016
24.54545 17.50000 0.45455 0.80515
24.54545 17.50000 5.45455 0.74413
24.54545 17.50000 10.45455 0.69858
24.54545 17.50000 15.45455 0.66334
40.90909 17.50000 274.09091 0.62517
40.90909 17.50000 279.09091 0.62171
40.90909 17.50000 284.09091 0.64015
40.90909 17.50000 289.09091 0.66588
40.90909 17.50000 294.09091 0.70345
40.90909 17.50000 299.09091 0.76740
40.90909 17.50000 304.09091 0.88674
40.90909 17.50000 309.09091 1.07909
40.90909 17.50000 314.09091 1.29200
40.90909 17.50000 319.09091 1.40079
40.90909 17.50000 324.09091 1.32754
40.90909 17.50000 329.09091 1.13488
40.90909 17.50000 334.09091 0.94667
40.90909 17.50000 339.09091 0.82315
40.90909 17.50000 344.09091 0.75206
40.90909 17.50000 349.09091 0.70615
40.90909 17.50000 354.09091 0.67166
40.90909 17.50000 359.09091 0.64496
57.27273 17.50000 257.72727 0.61683
57.27273 17.50000 262.72727 0.61853
57.27273 17.50000 267.72727 0.63443
57.27273 17.50000 272.72727 0.65679
57.27273 17.50000 277.72727 0.69081
57.27273 17.50000 282.72727 0.75452
57.27273 17.50000 287.72727 0.88158
57.27273 17.50000 292.72727 1.08678
57.27273 17.50000 297.72727 1.30097
57.27273 17.50000 302.72727 1.38653
57.27273 17.50000 307.72727 1.27958
57.27273 17.50000 312.72727 1.06874
57.27273 17.50000 317.72727 0.88412
57.27273 17.50000 322.72727 0.77391
57.27273 17.50000 327.72727 0.71570
57.27273 17.50000 332.72727 0.67979
57.27273 17.50000 337.72727 0.65299
57.27273 17.50000 342.72727 0.63224
73.63636 17.50000 241.36364 0.61160
73.63636 17.50000 246.36364 0.61786
73.63636 17.50000 251.36364 0.63287
73.63636 17.50000 256.36364 0.65375
73.63636 17.50000 261.36364 0.68694
73.63636 17.50000 266.36364 0.75571
73.63636 17.50000 271.36364 0.90462
73.63636 17.50000 276.36364 1.15659
73.63636 17.50000 281.36364 1.42466
73.63636 17.50000 286.36364 1.52875
73.63636 17.50000 291.36364 1.38508
73.63636 17.50000 296.36364 1.11275
73.63636 17.50000 301.36364 0.88316
73.63636 17.50000 306.36364 0.75549
73.63636 17.50000 311.36364 0.69599
73.63636 17.50000 316.36364 0.66385
73.63636 17.50000 321.36364 0.64131
73.63636 17.50000 326.36364 0.62406
96.42857 22.50000 218.57143 0.54233
96.42857 22.50000 223.57143 0.54690
96.42857 22.50000 228.57143 0.56071
96.42857 22.50000 233.57143 0.57990
96.42857 22.50000 238.57143 0.60878
96.42857 22.50000 243.57143 0.66594
96.42857 22.50000 248.57143 0.79322
96.42857 22.50000 253.57143 1.02511
96.42857 22.50000 258.57143 1.30138
96.42857 22.50000 263.57143 1.44818
96.42857 22.50000 268.57143 1.34630
96.42857 22.50000 273.57143 1.08185
96.42857 22.50000 278.57143 0.83530
96.42857 22.50000 283.57143 0.69122
96.42857 22.50000 288.57143 0.62502
96.42857 22.50000 293.57143 0.59224
96.42857 22.50000 298.57143 0.57061
96.42857 22.50000 303.57143 0.55431
109.28571 22.50000 205.71429 0.54511
109.28571 22.50000 210.71429 0.54400
109.28571 22.50000 215.71429 0.55502
109.28571 22.50000 220.71429 0.56940
109.28571 22.50000 225.71429 0.58960
109.28571 22.50000 230.71429 0.62690
109.28571 22.50000 235.71429 0.71561
109.28571 22.50000 240.71429 0.88102
109.28571 22.50000 245.71429 1.09147
109.28571 22.50000 250.71429 1.22633
109.28571 22.50000 255.71429 1.18124
109.28571 22.50000 260.71429 0.99638
109.28571 22.50000 265.71429 0.80434
109.28571 22.50000 270.71429 0.68338
109.28571 22.50000 275.71429 0.62449
109.28571 22.50000 280.71429 0.59428
109.28571 22.50000 285.71429 0.57367
109.28571 22.50000 290.71429 0.55751
122.14286 22.50000 192.85714 0.54431
122.14286 22.50000 197.85714 0.54969
122.14286 22.50000 202.85714 0.56342
122.14286 22.50000 207.85714 0.58113
122.14286 22.50000 212.85714 0.60424
122.14286 22.50000 217.85714 0.63910
122.14286 22.50000 222.85714 0.70124
122.14286 22.50000 227.85714 0.80528
122.14286 22.50000 232.85714 0.93066
122.14286 22.50000 237.85714 1.00617
122.14286 22.50000 242.85714 0.97025
122.14286 22.50000 247.85714 0.84955
122.14286 22.50000 252.85714 0.72838
122.14286 22.50000 257.85714 0.64861
122.14286 22.50000 262.85714 0.60755
122.14286 22.50000 267.85714 0.58486
122.14286 22.50000 272.85714 0.56839
122.14286 22.50000 277.85714 0.55493
135.00000 22.50000 180.00000 0.54516
135.00000 22.50000 185.00000 0.55839
135.00000 22.50000 190.00000 0.57654
135.00000 22.50000 195.00000 0.60046
135.00000 22.50000 200.00000 0.63214
135.00000 22.50000 205.00000 0.67776
135.00000 22.50000 210.00000 0.74822
135.00000 22.50000 215.00000 0.84568
135.00000 22.50000 220.00000 0.93952
135.00000 22.50000 225.00000 0.97252
135.00000 22.50000 230.00000 0.91576
135.00000 22.50000 235.00000 0.80451
135.00000 22.50000 240.00000 0.69916
135.00000 22.50000 245.00000 0.62949
135.00000 22.50000 250.00000 0.59013
135.00000 22.50000 255.00000 0.56886
135.00000 22.50000 260.00000 0.55750
135.00000 22.50000 265.00000 0.54784
147.85714 22.50000 167.14286 0.55317
147.85714 22.50000 172.14286 0.57085
147.85714 22.50000 177.14286 0.59533
147.85714 22.50000 182.14286 0.62847
147.85714 22.50000 187.14286 0.67460
147.85714 22.50000 192.14286 0.74476
147.85714 22.50000 197.14286 0.85471
147.85714 22.50000 202.14286 0.99961
147.85714 22.50000 207.14286 1.12154
147.85714 22.50000 212.14286 1.13802
147.85714 22.50000 217.14286 1.03083
147.85714 22.50000 222.14286 0.87040
147.85714 22.50000 227.14286 0.73612
147.85714 22.50000 232.14286 0.65268
147.85714 22.50000 237.14286 0.60542
147.85714 22.50000 242.14286 0.57648
147.85714 22.50000 247.14286 0.55695
147.85714 22.50000 252.14286 0.54352
160.71429 22.50000 154.28571 0.56413
160.71429 22.50000 159.28571 0.58765
160.71429 22.50000 164.28571 0.62002
160.71429 22.50000 169.28571 0.66404
160.71429 22.50000 174.28571 0.72685
160.71429 22.50000 179.28571 0.82715
160.71429 22.50000 184.28571 0.99375
160.71429 22.50000 189.28571 1.22514
160.71429 22.50000 194.28571 1.43060
160.71429 22.50000 199.28571 1.46951
160.71429 22.50000 204.28571 1.30329
160.71429 22.50000 209.28571 1.04667
160.71429 22.50000 214.28571 0.83341
160.71429 22.50000 219.28571 0.70436
160.71429 22.50000 224.28571 0.63413
160.71429 22.50000 229.28571 0.59306
160.71429 22.50000 234.28571 0.56653
160.71429 22.50000 239.28571 0.54893
173.57143 22.50000 141.42857 0.57849
173.57143 22.50000 146.42857 0.60936
173.57143 22.50000 151.42857 0.65095
173.57143 22.50000 156.42857 0.70586
173.57143 22.50000 161.42857 0.78172
173.57143 22.50000 166.42857 0.90095
173.57143 22.50000 171.42857 1.10389
173.57143 22.50000 176.42857 1.40377
173.57143 22.50000 181.42857 1.70014
173.57143 22.50000 186.42857 1.79959
173.57143 22.50000 191.42857 1.61405
173.57143 22.50000 196.42857 1.27382
173.57143 22.50000 201.42857 0.97079
173.57143 22.50000 206.42857 0.78091
173.57143 22.50000 211.42857 0.67732
173.57143 22.50000 216.42857 0.61819
173.57143 22.50000 221.42857 0.58117
173.57143 22.50000 226.42857 0.55756
186.42857 22.50000 128.57143 0.59646
186.42857 22.50000 133.57143 0.63632
186.42857 22.50000 138.57143 0.68898
186.42857 22.50000 143.57143 0.75542
186.42857 22.50000 148.57143 0.84016
186.42857 22.50000 153.57143 0.96057
186.42857 22.50000 158.57143 1.15417
186.42857 22.50000 163.57143 1.44549
186.42857 22.50000 168.57143 1.75914
186.42857 22.50000 173.57143 1.90677
186.42857 22.50000 178.57143 1.76388
186.42857 22.50000 183.57143 1.42517
186.42857 22.50000 188.57143 1.08985
186.42857 22.50000 193.57143 0.86212
186.42857 22.50000 198.57143 0.72987
186.42857 22.50000 203.57143 0.65147
186.42857 22.50000 208.57143 0.60159
186.42857 22.50000 213.57143 0.56926
199.28571 22.50000 115.71429 0.61701
199.28571 22.50000 120.71429 0.66763
199.28571 22.50000 125.71429 0.73390
199.28571 22.50000 130.71429 0.81474
199.28571 22.50000 135.71429 0.91015
199.28571 22.50000 140.71429 1.02752
199.28571 22.50000 145.71429 1.18909
199.28571 22.50000 150.71429 1.41439
199.28571 22.50000 155.71429 1.65990
199.28571 22.50000 160.71429 1.79315
199.28571 22.50000 165.71429 1.70448
199.28571 22.50000 170.71429 1.44006
199.28571 22.50000 175.71429 1.14873
199.28571 22.50000 180.71429 0.92828
199.28571 22.50000 185.71429 0.78481
199.28571 22.50000 190.71429 0.69120
199.28571 22.50000 195.71429 0.62796
199.28571 22.50000 200.71429 0.58555
212.14286 22.50000 102.85714 0.63762
212.14286 22.50000 107.85714 0.70027
212.14286 22.50000 112.85714 0.78220
212.14286 22.50000 117.85714 0.88110
212.14286 22.50000 122.85714 0.99356
212.14286 22.50000 127.85714 1.11905
212.14286 22.50000 132.85714 1.26478
212.14286 22.50000 137.85714 1.43589
212.14286 22.50000 142.85714 1.60159
212.14286 22.50000 147.85714 1.68137
212.14286 22.50000 152.85714 1.60902
212.14286 22.50000 157.85714 1.41132
212.14286 22.50000 162.85714 1.18147
212.14286 22.50000 167.85714 0.98790
212.14286 22.50000 172.85714 0.84368
212.14286 22.50000 177.85714 0.73786
212.14286 22.50000 182.85714 0.66076
212.14286 22.50000 187.85714 0.60669
225.00000 22.50000 90.00000 0.65512
225.00000 22.50000 95.00000 0.72933
225.00000 22.50000 100.00000 0.82701
225.00000 22.50000 105.00000 0.94564
225.00000 22.50000 110.00000 1.08073
225.00000 22.50000 115.00000 1.22917
225.00000 22.50000 120.00000 1.39152
225.00000 22.50000 125.00000 1.55992
225.00000 22.50000 130.00000 1.69485
225.00000 22.50000 135.00000 1.73203
225.00000 22.50000 140.00000 1.63924
225.00000 22.50000 145.00000 1.45458
225.00000 22.50000 150.00000 1.24832
225.00000 22.50000 155.00000 1.06501
225.00000 22.50000 160.00000 0.91448
225.00000 22.50000 165.00000 0.79391
225.00000 22.50000 170.00000 0.70085
225.00000 22.50000 175.00000 0.63308
237.85714 22.50000 77.14286 0.66622
237.85714 22.50000 82.14286 0.74941
237.85714 22.50000 87.14286 0.85995
237.85714 22.50000 92.14286 0.99638
237.85714 22.50000 97.14286 1.15515
237.85714 22.50000 102.14286 1.33644
237.85714 22.50000 107.14286 1.54468
237.85714 22.50000 112.14286 1.76551
237.85714 22.50000 117.14286 1.93383
237.85714 22.50000 122.14286 1.96159
237.85714 22.50000 127.14286 1.82680
237.85714 22.50000 132.14286 1.60014
237.85714 22.50000 137.14286 1.36763
237.85714 22.50000 142.14286 1.16675
237.85714 22.50000 147.14286 0.99844
237.85714 22.50000 152.14286 0.85864
237.85714 22.50000 157.14286 0.74722
237.85714 22.50000 162.14286 0.66401
250.71429 22.50000 64.28571 0.66844
250.71429 22.50000 69.28571 0.75606
250.71429 22.50000 74.28571 0.87407
250.71429 22.50000 79.28571 1.02216
250.71429 22.50000 84.28571 1.19911
250.71429 22.50000 89.28571 1.41186
250.71429 22.50000 94.28571 1.67698
250.71429 22.50000 99.28571 1.98479
250.71429 22.50000 104.28571 2.24035
250.71429 22.50000 109.28571 2.30023
250.71429 22.50000 114.28571 2.12193
250.71429 22.50000 119.28571 1.81659
250.71429 22.50000 124.28571 1.51901
250.71429 22.50000 129.28571 1.27879
250.71429 22.50000 134.28571 1.08537
250.71429 22.50000 139.28571 0.92505
250.71429 22.50000 144.28571 0.79535
250.71429 22.50000 149.28571 0.69672
263.57143 22.50000 51.42857 0.66141
263.57143 22.50000 56.42857 0.74778
263.57143 22.50000 61.42857 0.86600
263.57143 22.50000 66.42857 1.01683
263.57143 22.50000 71.42857 1.20038
263.57143 22.50000 76.42857 1.42724
263.57143 22.50000 81.42857 1.72492
263.57143 22.50000 86.42857 2.09863
263.57143 22.50000 91.42857 2.44576
263.57143 22.50000 96.42857 2.57326
263.57143 22.50000 101.42857 2.39102
263.57143 22.50000 106.42857 2.02379
263.57143 22.50000 111.42857 1.65911
263.57143 22.50000 116.42857 1.37578
263.57143 22.50000 121.42857 1.15854
263.57143 22.50000 126.42857 0.98175
263.57143 22.50000 131.42857 0.83759
263.57143 22.50000 136.42857 0.72644
276.42857 22.50000 38.57143 0.66141
276.42857 22.50000 43.57143 0.72644
276.42857 22.50000 48.57143 0.83759
276.42857 22.50000 53.57143 0.98175
276.42857 22.50000 58.57143 1.15854
276.42857 22.50000 63.57143 1.37578
276.42857 22.50000 68.57143 1.65911
276.42857 22.50000 73.57143 2.02379
276.42857 22.50000 78.57143 2.39102
276.42857 22.50000 83.57143 2.57326
276.42857 22.50000 88.57143 2.44576
276.42857 22.50000 93.57143 2.09863
276.42857 22.50000 98.57143 1.72492
276.42857 22.50000 103.57143 1.42724
276.42857 22.50000 108.57143 1.20038
276.42857 22.50000 113.57143 1.01683
276.42857 22.50000 118.57143 0.86600
276.42857 22.50000 123.57143 0.74778
289.28571 22.50000 25.71429 0.66844
289.28571 22.50000 30.71429 0.69672
289.28571 22.50000 35.71429 0.79535
289.28571 22.50000 40.71429 0.92505
289.28571 22.50000 45.71429 1.08537
289.28571 22.50000 50.71429 1.27879
289.28571 22.50000 55.71429 1.51901
289.28571 22.50000 60.71429 1.81659
289.28571 22.50000 65.71429 2.12193
289.28571 22.50000 70.71429 2.30023
289.28571 22.50000 75.71429 2.24035
289.28571 22.50000 80.71429 1.98479
289.28571 22.50000 85.71429 1.67698
289.28571 22.50000 90.71429 1.41186
289.28571 22.50000 95.71429 1.19911
289.28571 22.50000 100.71429 1.02216
289.28571 22.50000 105.71429 0.87407
289.28571 22.50000 110.71429 0.75606
302.14286 22.50000 12.85714 0.66622
302.14286 22.50000 17.85714 0.66401
302.14286 22.50000 22.85714 0.74722
302.14286 22.50000 27.85714 0.85864
302.14286 22.50000 32.85714 0.99844
302.14286 22.50000 37.85714 1.16675
302.14286 22.50000 42.85714 1.36763
302.14286 22.50000 47.85714 1.60014
302.14286 22.50000 52.85714 1.82680
302.14286 22.50000 57.85714 1.96159
302.14286 22.50000 62.85714 1.93383
302.14286 22.50000 67.85714 1.76551
302.14286 22.50000 72.85714 1.54468
302.14286 22.50000 77.85714 1.33644
302.14286 22.50000 82.85714 1.15515
302.14286 22.50000 87.85714 0.99638
302.14286 22.50000 92.85714 0.85995
302.14286 22.50000 97.85714 0.74941
315.00000 22.50000 0.00000 0.65512
315.00000 22.50000 5.00000 0.63308
315.00000 22.50000 10.00000 0.70085
315.00000 22.50000 15.00000 0.79391
315.00000 22.50000 20.00000 0.91448
315.00000 22.50000 25.00000 1.06501
315.00000 22.50000 30.00000 1.24832
315.00000 22.50000 35.00000 1.45458
315.00000 22.50000 40.00000 1.63924
315.00000 22.50000 45.00000 1.73203
315.00000 22.50000 50.00000 1.69485
315.00000 22.50000 55.00000 1.55992
315.00000 22.50000 60.00000 1.39152
315.00000 22.50000 65.00000 1.22917
315.00000 22.50000 70.00000 1.08073
315.00000 22.50000 75.00000 0.94564
315.00000 22.50000 80.00000 0.82701
315.00000 22.50000 85.00000 0.72933
327.85714 22.50000 352.14286 0.60669
327.85714 22.50000 357.14286 0.66076
327.85714 22.50000 2.14286 0.73786
327.85714 22.50000 7.14286 0.84368
327.85714 22.50000 12.14286 0.98790
327.85714 22.50000 17.14286 1.18147
327.85714 22.50000 22.14286 1.41132
327.85714 22.50000 27.14286 1.60902
327.85714 22.50000 32.14286 1.68137
327.85714 22.50000 37.14286 1.60159
327.85714 22.50000 42.14286 1.43589
327.85714 22.50000 47.14286 1.26478
327.85714 22.50000 52.14286 1.11905
327.85714 22.50000 57.14286 0.99356
327.85714 22.50000 62.14286 0.88110
327.85714 22.50000 67.14286 0.78220
327.85714 22.50000 72.14286 0.70027
340.71429 22.50000 334.28571 0.61701
340.71429 22.50000 339.28571 0.58555
340.71429 22.50000 344.28571 0.62796
340.71429 22.50000 349.28571 0.69120
340.71429 22.50000 354.28571 0.78481
